,Image,Object ID,Object type,Name,Classification,Parent,ROI,Centroid X µm,Centroid Y µm,Nucleus: Area,Nucleus: Perimeter,Nucleus: Circularity,Nucleus: Max caliper,Nucleus: Min caliper,Nucleus: Eccentricity,Nucleus: Hematoxylin OD mean,Nucleus: Hematoxylin OD sum,Nucleus: Hematoxylin OD std dev,Nucleus: Hematoxylin OD max,Nucleus: Hematoxylin OD min,Nucleus: Hematoxylin OD range,Nucleus: Eosin OD mean,Nucleus: Eosin OD sum,Nucleus: Eosin OD std dev,Nucleus: Eosin OD max,Nucleus: Eosin OD min,Nucleus: Eosin OD range
224066,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,37fe2864-6d4f-41b0-aaf4-b94d6d96fe42,Cell,,,Annotation,Polygon,6241.7,7324.0,48.75,27.1784,0.8293,10.3643,6.6946,0.7453,0.7898,157.164,0.1445,1.0828,0.3144,0.7684,0.7305,145.3609,0.1075,0.9989,0.2815,0.7174
224070,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,43e3eedd-e105-47d4-89f1-ae1d54d4f509,Cell,,,Annotation,Polygon,6175.4,7323.6,46.0,30.9395,0.6039,10.3526,7.5555,0.7222,0.8009,149.7603,0.2428,1.3712,0.2354,1.1358,0.8211,153.5417,0.1355,1.1044,0.421,0.6834
224087,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,2fdeffe0-82c8-4296-9977-3a6b1b962825,Cell,,,Annotation,Polygon,6249.4,7328.8,38.75,25.7134,0.7365,10.2154,5.2766,0.8667,0.8038,126.1919,0.1379,1.151,0.399,0.752,0.7003,109.9411,0.1092,0.9197,0.3126,0.607
224111,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,672ff01e-2c3c-4c93-85e7-d7196d3a2cc7,Cell,,,Annotation,Polygon,6216.1,7331.9,43.25,27.9932,0.6936,10.0373,6.836,0.7624,0.8152,144.2825,0.134,1.082,0.547,0.5349,0.8709,154.1506,0.0836,1.091,0.6603,0.4308
224141,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,527bb19e-9a3f-4bf9-9677-0c15b4f934b1,Cell,,,Annotation,Polygon,6196.1,7334.8,52.75,32.7548,0.6178,13.6768,6.4366,0.8465,0.8949,193.2991,0.1742,1.2519,0.3275,0.9245,0.832,179.7083,0.1389,1.0388,0.3421,0.6967
224358,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,3af3f45a-0de7-4a14-ab2b-d2ac23d9101b,Cell,,,Annotation,Polygon,5989.4,7413.0,39.75,32.4907,0.4732,12.2962,4.9873,0.9465,0.7735,127.6306,0.2982,1.4875,-0.05,1.5375,0.4656,76.8248,0.1685,0.8613,-0.087,0.9483
224425,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,12987ad2-7107-4d03-8674-a407feaf016e,Cell,,,Annotation,Polygon,5957.7,7442.7,39.5,25.2975,0.7756,8.1145,7.198,0.3264,0.7576,121.2094,0.1771,1.2621,0.3496,0.9125,0.5749,91.9786,0.1461,0.8571,0.0964,0.7607
224521,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,5e808cfe-a318-488a-9167-898cec2c27c8,Cell,,,Annotation,Polygon,6171.1,7475.8,40.0,27.4282,0.6682,9.8361,6.4653,0.81,0.8338,139.2386,0.2237,1.2948,0.2635,1.0313,0.7344,122.6474,0.1541,1.0044,0.2067,0.7977
224526,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,23b80e49-a6e1-47ee-b693-d4370f0edcaa,Cell,,,Annotation,Polygon,6162.4,7482.1,61.25,30.8435,0.8091,11.9028,6.8669,0.8036,0.7558,187.4349,0.214,1.3197,0.1606,1.1591,0.7052,174.895,0.1602,1.0491,0.1986,0.8506
225013,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,40cdd6f2-36e0-40ac-bf51-839b5b8d3764,Cell,,,Annotation,Polygon,6634.2,7587.6,56.25,29.0425,0.838,11.4493,6.6584,0.8187,0.8801,199.7756,0.1716,1.3891,0.3382,1.0509,0.6892,156.4412,0.1663,1.0025,0.0726,0.9299
225060,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,77491e7c-84f8-47df-9bf7-a7c2c1aa81b4,Cell,,,Annotation,Polygon,6701.4,7595.3,47.25,27.1859,0.8034,11.2061,5.8926,0.8546,0.7697,148.5463,0.1562,1.081,0.349,0.732,0.7376,142.3551,0.0679,0.8835,0.5553,0.3283
225092,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,1dd2023f-5dc9-4435-9d38-d6e647323cfe,Cell,,,Annotation,Polygon,6603.6,7598.7,55.75,28.8542,0.8415,11.0899,6.3393,0.8122,0.7681,174.3685,0.1685,1.1516,0.2939,0.8576,0.6898,156.5788,0.1073,1.002,0.3281,0.6739
225138,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,1f7a79f3-898b-4270-a26d-2df96dce29a2,Cell,,,Annotation,Polygon,6646.6,7609.1,56.0,29.4437,0.8117,11.3636,7.2791,0.7479,0.8134,185.4599,0.1681,1.2527,0.3462,0.9065,0.6818,155.4529,0.1286,1.0653,0.3182,0.7471
225205,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,f6846384-e73d-4d3e-a6a2-89fd8234b0c7,Cell,,,Annotation,Polygon,6496.1,7620.2,48.0,29.6063,0.6881,11.9373,5.4767,0.9016,0.7985,154.9043,0.1373,1.091,0.3943,0.6967,0.5987,116.144,0.1455,0.8382,0.0903,0.7479
225214,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,de4eef2f-97d4-41cd-856f-a5090cb04ffe,Cell,,,Annotation,Polygon,6611.6,7626.1,46.5,32.0256,0.5697,10.7691,7.3488,0.7468,0.8541,161.4231,0.1803,1.3253,0.4947,0.8306,0.6978,131.8907,0.1403,1.0736,0.1716,0.902
225264,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,0f32b1df-4b4a-4dfb-a88e-7634798d692b,Cell,,,Annotation,Polygon,6531.7,7633.1,41.5,28.2934,0.6515,10.8834,6.0311,0.8781,0.8039,137.4743,0.1686,1.1477,0.3708,0.7769,0.5608,95.8964,0.1925,0.9814,-0.0102,0.9916
225296,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,e6a6234c-5501-44ce-870d-d4fd842f6ec2,Cell,,,Annotation,Polygon,6483.3,7638.0,68.75,33.8935,0.7521,13.3606,6.582,0.8768,0.8096,225.0661,0.1128,1.1587,0.4792,0.6794,0.7164,199.1524,0.0859,0.9483,0.3595,0.5889
225346,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,eebb9abf-ae66-4b20-97d5-6a597571c514,Cell,,,Annotation,Polygon,6525.4,7649.3,47.5,27.4407,0.7927,10.5653,5.9735,0.8253,0.8585,163.965,0.1323,1.2292,0.4641,0.7651,0.6771,129.3235,0.1257,0.9068,0.3269,0.5799
225434,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,0e6aa82e-ea57-4c83-bd04-bcdbcf69e042,Cell,,,Annotation,Polygon,5900.0,7669.5,42.75,31.7558,0.5327,10.9507,6.5292,0.7821,0.8121,143.7491,0.2377,1.2611,0.0573,1.2038,0.6279,111.1306,0.1589,0.9644,0.1977,0.7667
225458,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,1e128700-4325-4adf-b798-9c3be490b6c1,Cell,,,Annotation,Polygon,5960.5,7674.0,78.5,41.9637,0.5602,18.8433,6.4434,0.9393,0.7889,251.6637,0.1769,1.232,0.2535,0.9784,0.6737,214.915,0.0976,0.9306,0.3493,0.5813
225581,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,b4341e14-e93a-4ec2-b681-f9c9cddc662f,Cell,,,Annotation,Polygon,6779.2,7703.8,50.0,27.5433,0.8282,10.7687,5.8987,0.8273,0.7673,155.7673,0.1872,1.1155,0.1699,0.9456,0.6486,131.6715,0.1222,0.9162,0.2172,0.6989
225598,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,c3b22e1d-65ea-4a0f-ad52-7eac2b77fc7c,Cell,,,Annotation,Polygon,6022.2,7708.6,49.5,31.1726,0.6401,11.5971,6.7182,0.8685,0.7604,155.1178,0.1558,1.1071,0.331,0.7761,0.6145,125.3603,0.1281,0.8417,0.2264,0.6152
225612,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,3769feb5-4d20-4c40-a565-9192634b60c8,Cell,,,Annotation,Polygon,6633.9,7712.4,48.5,32.3825,0.5812,10.0624,7.8333,0.5104,0.7617,152.3363,0.2121,1.2693,0.1766,1.0927,0.6732,134.6389,0.1465,1.0718,0.2887,0.7831
225668,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,2e765172-0eda-4941-aa68-47d46a7e8d45,Cell,,,Annotation,Polygon,6234.4,7740.1,57.5,30.8961,0.757,11.2786,7.1988,0.8078,0.8027,187.8306,0.1416,1.1471,0.4282,0.7189,0.6636,155.2882,0.1168,0.9425,0.1716,0.7708
225706,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,9250a647-89c6-419d-b21f-2664c8464065,Cell,,,Annotation,Polygon,6826.8,7757.6,69.0,40.7448,0.5223,13.1056,8.5116,0.82,0.8202,228.0027,0.1502,1.2738,0.2903,0.9835,0.6663,185.2435,0.1306,0.9756,0.3071,0.6685
225738,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,b23396b3-7973-499b-90db-e0a9915bd706,Cell,,,Annotation,Polygon,7787.8,6853.6,49.0,27.5742,0.8098,10.4494,6.722,0.7212,0.7748,152.6354,0.1668,1.3085,0.2624,1.0461,0.701,138.0904,0.1664,1.1226,0.108,1.0147
225779,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,7e3d3347-f62e-4d29-81b3-7f331213823c,Cell,,,Annotation,Polygon,7065.7,6865.2,41.75,30.0966,0.5792,12.5797,4.5687,0.9457,0.7994,135.0977,0.1853,1.2695,0.2877,0.9818,0.5463,92.3269,0.2197,0.9087,-0.2367,1.1455
225797,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,1f735d12-591b-4be4-ab7d-d68bc5455bf8,Cell,,,Annotation,Polygon,7030.2,6873.7,62.5,36.2256,0.5985,12.7245,7.4559,0.8396,0.7866,200.5839,0.2344,1.3162,0.229,1.0872,0.569,145.0853,0.1724,0.9364,-0.0741,1.0105
225828,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,58455e7b-d30d-43b3-9acc-6ed8b0e1c4f7,Cell,,,Annotation,Polygon,7812.6,6878.0,65.25,36.6764,0.6096,12.3169,8.338,0.7471,0.7779,206.928,0.1747,1.162,0.2055,0.9564,0.7124,189.4937,0.1485,1.0034,0.0105,0.9929
225845,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,360407d8-4c78-490b-a49a-98b3579af6f4,Cell,,,Annotation,Polygon,7140.6,6888.0,46.75,30.55,0.6295,11.4717,6.8546,0.7828,0.7842,148.2093,0.2264,1.2493,0.1787,1.0706,0.5612,106.0719,0.2345,1.0565,-0.0366,1.0931
225981,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,0ced6ec5-bb69-4500-b7cd-034218ffbeb4,Cell,,,Annotation,Polygon,7194.2,6925.5,57.5,37.8907,0.5033,14.6621,7.586,0.8369,0.7522,177.5169,0.1854,1.1548,0.2297,0.9251,0.6248,147.4474,0.1536,0.869,0.0408,0.8281
226086,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,1b348eaa-f415-45c6-b929-c846b02b7dd1,Cell,,,Annotation,Polygon,7679.0,6950.3,44.25,27.6994,0.7247,11.2831,5.0204,0.9026,0.7854,141.3669,0.18,1.1876,0.2937,0.8939,0.5846,105.2226,0.2141,0.9651,-0.0557,1.0207
226154,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,0066600e-87a6-48d4-b022-898d56316a97,Cell,,,Annotation,Polygon,7126.8,6971.0,42.5,29.2168,0.6257,10.6941,6.4365,0.8004,0.8569,148.2453,0.2423,1.3373,0.1315,1.2058,0.6277,108.5995,0.2539,0.9833,-0.218,1.2013
226158,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,4ef0213e-a775-437e-98a5-b66ccf6826a0,Cell,,,Annotation,Polygon,6918.6,6972.7,55.0,29.1574,0.813,9.8407,8.0707,0.6074,0.8139,179.0495,0.1757,1.1026,0.3299,0.7727,0.7133,156.9276,0.0869,0.9212,0.3958,0.5254
226190,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,1421596c-b1e5-45da-b172-89919d42ac73,Cell,,,Annotation,Polygon,6920.3,6984.3,49.25,27.008,0.8485,9.9017,6.8294,0.7512,0.8025,162.9137,0.162,1.1237,0.387,0.7367,0.6952,141.1303,0.0967,0.9369,0.4031,0.5338
226191,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,38626269-8bf4-4006-900c-71b3974d9e41,Cell,,,Annotation,Polygon,6907.6,6983.6,45.5,29.3313,0.6646,11.97,5.3305,0.9185,0.7952,150.2966,0.1738,1.1671,0.3527,0.8144,0.8225,155.4484,0.1264,1.1748,0.4545,0.7203
226199,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,f18d77ac-0aa3-4cf9-a756-66928f3af033,Cell,,,Annotation,Polygon,7130.2,6986.9,59.25,38.0186,0.5151,15.3739,5.819,0.9441,0.8276,198.6153,0.1888,1.2981,0.3041,0.994,0.6458,155.0002,0.182,1.0153,0.1282,0.8872
226226,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,0b4d54c0-cee1-449a-94c2-0f22d16d9237,Cell,,,Annotation,Polygon,7686.3,6995.5,52.25,31.5626,0.6591,12.5414,5.9885,0.8792,0.7833,165.2842,0.225,1.3445,0.2166,1.128,0.6425,135.5646,0.1492,0.9734,0.043,0.9305
226336,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,dd2e886c-a489-4688-a63a-c9e5583837b9,Cell,,,Annotation,Polygon,7019.4,7026.0,40.25,28.6119,0.6179,9.845,6.4598,0.8281,0.7683,123.695,0.2528,1.32,0.1556,1.1644,0.5977,96.237,0.2042,1.0139,0.1289,0.885
226351,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,a468f44e-2d8b-4c9b-8f97-66418c491fbc,Cell,,,Annotation,Polygon,7697.6,7028.2,56.5,27.5777,0.9336,9.8288,7.9154,0.5555,0.7676,175.0108,0.1728,1.1501,0.3689,0.7812,0.671,152.98,0.1668,1.1312,0.1463,0.985
226393,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,4996f988-cec2-4b12-8ddd-d69b99a86c0d,Cell,,,Annotation,Polygon,7358.5,7033.7,59.25,41.9033,0.424,18.68,5.9032,0.9525,0.7807,189.7088,0.2533,1.3086,0.0659,1.2427,0.6809,165.4701,0.1265,0.987,0.299,0.688
226402,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,9b383ffe-7e33-4fe4-9baf-47a6604f0e61,Cell,,,Annotation,Polygon,7687.2,7035.2,45.25,24.8877,0.918,8.7653,6.9712,0.6194,0.7833,140.9867,0.1774,1.3075,0.3854,0.9222,0.7495,134.9025,0.1129,1.057,0.3004,0.7567
226437,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,b64d4324-db23-432c-8cba-b8adfd1f27bd,Cell,,,Annotation,Polygon,7253.3,7041.3,54.25,29.3856,0.7895,11.5894,6.6606,0.8422,0.8169,178.0921,0.1875,1.1667,0.3268,0.8399,0.672,146.499,0.1499,0.9679,0.1452,0.8227
226448,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,f0ca2a5c-607b-4164-9fc2-1cce88ede961,Cell,,,Annotation,Polygon,7376.5,7040.1,46.0,32.12,0.5603,12.7061,5.5186,0.9213,0.7779,143.914,0.269,1.5596,0.0269,1.5326,0.6332,117.1476,0.2972,1.1808,-0.4973,1.6781
226456,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,f9bf403f-d8a8-4acd-be7d-da7da7d3269b,Cell,,,Annotation,Polygon,7353.8,7043.0,48.25,29.9054,0.678,11.7298,5.705,0.8932,0.8006,156.9246,0.2003,1.3098,0.2873,1.0225,0.7268,142.4588,0.141,1.0152,0.2615,0.7537
226458,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,b4226d69-2cf9-4e2e-b263-ac990860a54e,Cell,,,Annotation,Polygon,7629.8,7043.8,40.25,25.3418,0.7876,9.0955,6.9971,0.6576,0.7876,133.1075,0.1715,1.1517,0.3427,0.809,0.6763,114.2987,0.122,0.9514,0.2995,0.6519
226462,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,f845af3e-ea38-4b82-b9de-650488462531,Cell,,,Annotation,Polygon,7034.0,7044.5,42.25,25.4348,0.8207,9.4315,6.3329,0.7564,0.8399,143.6293,0.1588,1.2305,0.382,0.8485,0.5981,102.2668,0.1954,0.9963,0.0002,0.996
226478,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,32a0e43a-70e5-4ebc-a7fd-08f307b2ece8,Cell,,,Annotation,Polygon,7584.2,7046.9,71.0,32.67,0.8359,12.2569,7.5175,0.758,0.8028,227.2012,0.1705,1.3616,0.3711,0.9905,0.6321,178.876,0.1735,1.0287,-0.0553,1.084
226534,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,7d7f9cf8-8d79-4ba5-99d5-87ca22b45f5d,Cell,,,Annotation,Polygon,7364.5,7051.4,58.25,36.0061,0.5646,13.948,6.1117,0.9307,0.7619,182.1011,0.1897,1.4034,0.348,1.0555,0.7782,186.0002,0.1194,1.031,0.3856,0.6454
226536,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,1c24b2e8-57d0-47ea-b4bb-c4974520df6f,Cell,,,Annotation,Polygon,7614.0,7055.4,40.0,29.1173,0.5929,11.2448,5.5474,0.8846,0.838,138.2776,0.2398,1.5383,0.007,1.5312,0.6415,105.8501,0.2132,1.1434,0.0593,1.0841
226579,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,ddce76fd-180f-4c09-94e0-8e48205fdb21,Cell,,,Annotation,Polygon,6873.8,7061.1,59.5,42.0698,0.4225,12.3695,9.8578,0.6114,0.8395,199.8024,0.2347,1.5323,0.0435,1.4888,0.8646,205.7775,0.1879,1.2923,0.2406,1.0518
226612,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,db6be82f-5247-4eca-8b4e-846522ab88db,Cell,,,Annotation,Polygon,7363.1,7062.7,54.75,34.5172,0.5775,12.8213,6.9554,0.8578,0.8869,199.5486,0.184,1.3085,0.0204,1.2881,0.8033,180.7469,0.1365,1.1643,0.4166,0.7476
226721,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,979e54fd-dda1-45a0-938b-7fb3a3ebe611,Cell,,,Annotation,Polygon,6946.3,7074.5,56.0,34.091,0.6055,13.7038,6.322,0.8841,0.7663,173.1859,0.168,1.1617,0.3485,0.8133,0.7053,159.4058,0.0837,0.9037,0.3963,0.5073
226724,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,15a1833c-c78e-4dba-af1d-1ace188e928c,Cell,,,Annotation,Polygon,7530.2,7079.7,47.75,30.5834,0.6415,10.9188,7.3027,0.7912,0.8564,165.2868,0.1844,1.274,0.3239,0.9501,0.6267,120.9593,0.1604,0.9676,0.206,0.7616
226725,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,e6ed8b00-8f3d-47ec-8e22-c3f957aa87df,Cell,,,Annotation,Polygon,7110.5,7074.3,43.75,26.8031,0.7653,10.1005,6.1118,0.8099,0.9641,168.7236,0.184,1.3352,0.3455,0.9896,0.7253,126.9254,0.188,1.1059,0.1923,0.9137
226732,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,52bd382d-3bb5-45c5-a360-c0028611f3b6,Cell,,,Annotation,Polygon,7572.9,7078.0,41.0,30.4495,0.5557,10.6734,5.9617,0.8675,0.8651,143.5985,0.184,1.4453,0.4367,1.0086,0.701,116.3621,0.1542,1.1009,0.1754,0.9255
226751,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,f08d25ee-9a6b-4bc5-b96e-009a0488ecdd,Cell,,,Annotation,Polygon,7100.5,7078.6,51.75,30.0333,0.721,12.2969,5.6412,0.901,0.7993,167.0548,0.1906,1.2452,0.2561,0.9891,0.6927,144.7818,0.1566,1.1868,0.2097,0.9771
226761,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,17298e97-d9a5-4262-ab3e-8f86d8a2dba2,Cell,,,Annotation,Polygon,6982.6,7080.2,56.25,37.6292,0.4992,11.0458,9.4231,0.3678,0.7711,176.5878,0.1276,1.0062,0.4369,0.5694,0.7329,167.8298,0.0891,0.9907,0.4733,0.5174
226783,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,23a5a2fe-be31-4243-a07f-39d466317c03,Cell,,,Annotation,Polygon,7137.6,7082.9,44.25,32.9607,0.5118,11.3201,8.0204,0.7818,0.7727,139.0931,0.1974,1.272,0.2913,0.9807,0.6423,115.6151,0.1923,1.1424,0.0305,1.1119
226794,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,21da15da-9696-4d78-b204-3bf9a6843c69,Cell,,,Annotation,Polygon,7003.1,7085.3,42.0,24.5102,0.8786,9.1793,6.0,0.7449,0.8176,138.1821,0.1669,1.2837,0.4067,0.8769,0.659,111.3732,0.139,0.9728,0.23,0.7427
226810,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,f41fcc78-ad75-45dc-9298-c13061b662ad,Cell,,,Annotation,Polygon,6930.8,7086.8,39.0,30.8535,0.5148,9.5814,7.489,0.5361,0.8029,132.4776,0.1993,1.2528,0.3824,0.8704,0.64,105.5919,0.1226,0.9035,0.2669,0.6366
226822,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,95441739-839d-4fe3-893e-da59ef0d1596,Cell,,,Annotation,Polygon,6978.2,7087.6,52.25,34.229,0.5604,11.8226,8.2808,0.6772,0.8497,177.5789,0.1131,1.0836,0.5253,0.5583,0.7441,155.5148,0.0728,0.9526,0.5123,0.4403
226824,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,952c6772-bb9b-4b01-b519-50371976ef8e,Cell,,,Annotation,Polygon,7179.6,7087.6,61.25,35.4858,0.6112,13.4036,7.3068,0.8761,0.7709,194.2551,0.152,1.2154,0.3649,0.8505,0.6682,168.3839,0.1295,0.9167,0.1928,0.7238
226840,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,5ad7ff42-0b15-4397-9de0-71137ae15241,Cell,,,Annotation,Polygon,7028.2,7090.6,51.5,31.5346,0.6508,10.1347,8.2802,0.6515,0.7698,160.898,0.1813,1.2184,0.291,0.9273,0.6907,144.3531,0.1128,0.9135,0.2588,0.6548
226846,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,e1ae7019-9eb9-48c7-8963-21d4650e53ec,Cell,,,Annotation,Polygon,6964.8,7092.2,77.5,42.7989,0.5317,13.6609,10.588,0.73,0.8222,254.8872,0.1159,1.0853,0.444,0.6412,0.7581,235.0042,0.0607,0.9303,0.5497,0.3806
226848,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,c0b104ca-8340-4614-9814-8a709e9212a4,Cell,,,Annotation,Polygon,7105.2,7089.6,63.0,37.9734,0.549,13.911,7.921,0.8642,0.8081,204.4572,0.188,1.2741,0.2903,0.9838,0.6919,175.0424,0.1467,0.9535,0.2299,0.7236
226856,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,a0441aea-8ebb-4032-af32-1554ad4602f7,Cell,,,Annotation,Polygon,7199.1,7090.1,50.25,28.5375,0.7754,11.368,6.0351,0.8439,0.7552,153.3127,0.1388,1.077,0.3462,0.7308,0.6598,133.9436,0.1187,0.8956,0.2147,0.6808
226865,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,5c7a4b9a-88a4-4c2c-a3dd-c75984862c26,Cell,,,Annotation,Polygon,7161.9,7094.9,58.0,33.2143,0.6607,10.8583,7.7788,0.707,0.8685,204.0999,0.1696,1.3092,0.1341,1.1751,0.6543,153.7692,0.1306,0.9232,0.2423,0.6809
226904,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,44893599-1ef8-41f4-b388-b672647d95dc,Cell,,,Annotation,Polygon,7300.2,7100.4,60.25,30.2373,0.8281,11.4759,7.3274,0.7852,0.8573,213.4559,0.1771,1.1716,0.4139,0.7578,0.7959,198.1766,0.1265,0.9838,0.3311,0.6527
