,Image,Object ID,Object type,Name,Classification,Parent,ROI,Centroid X µm,Centroid Y µm,Nucleus: Area,Nucleus: Perimeter,Nucleus: Circularity,Nucleus: Max caliper,Nucleus: Min caliper,Nucleus: Eccentricity,Nucleus: Hematoxylin OD mean,Nucleus: Hematoxylin OD sum,Nucleus: Hematoxylin OD std dev,Nucleus: Hematoxylin OD max,Nucleus: Hematoxylin OD min,Nucleus: Hematoxylin OD range,Nucleus: Eosin OD mean,Nucleus: Eosin OD sum,Nucleus: Eosin OD std dev,Nucleus: Eosin OD max,Nucleus: Eosin OD min,Nucleus: Eosin OD range
17129,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,c7557d0b-3629-4ae8-9aa3-0b78b3c542b7,Cell,,,Annotation,Polygon,10449.2,473.58,40.75,29.6469,0.5826,10.1603,5.6991,0.8525,0.7884,132.4501,0.1707,1.1952,0.442,0.7532,0.4451,74.7792,0.092,0.7375,0.2119,0.5257
17136,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,e4e6ed55-8a85-4ba3-ae02-6c6168a2d9b0,Cell,,,Annotation,Polygon,10453.2,483.19,43.25,28.3624,0.6756,9.7933,6.5495,0.7374,0.8171,146.2636,0.1879,1.2292,0.369,0.8602,0.4764,85.284,0.1111,0.7251,0.2025,0.5226
17158,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,0ea7af4a-618f-4587-9d99-3a817bd0dc2b,Cell,,,Annotation,Polygon,10465.8,496.55,41.25,29.1611,0.6096,11.0064,5.8622,0.8804,0.8698,146.131,0.195,1.4061,0.4572,0.9489,0.211,35.4445,0.2334,0.799,-0.3135,1.1125
17171,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,69060594-235b-4722-9958-9047d8c6dada,Cell,,,Annotation,Polygon,10486.6,503.45,42.75,35.9524,0.4156,12.6616,7.364,0.845,0.9954,173.1997,0.2415,1.8445,0.4687,1.3758,0.1554,27.0344,0.231,0.6679,-0.3294,0.9973
17203,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,fb825647-3891-4c55-ad2e-5417598b7160,Cell,,,Annotation,Polygon,10519.1,525.71,40.5,26.0993,0.7472,9.4089,6.3345,0.7859,1.1315,186.7057,0.2874,1.8824,0.5152,1.3673,0.0902,14.8759,0.1409,0.5226,-0.2908,0.8134
17221,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,da97b770-11b8-4f69-bd26-155926105e41,Cell,,,Annotation,Polygon,10657.7,535.6,43.75,25.2673,0.8611,8.7211,6.1551,0.6428,1.6981,297.1695,0.2514,2.6299,0.9102,1.7197,-0.0316,-5.5326,0.198,0.3373,-0.8383,1.1756
17224,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,d47505ee-3238-4e94-9967-328b9c7d5291,Cell,,,Annotation,Polygon,10648.2,533.54,48.25,27.0024,0.8316,9.5561,6.4455,0.7139,1.6894,334.511,0.1857,2.1577,0.9626,1.1951,-0.0882,-17.4573,0.1863,0.3069,-0.6295,0.9365
17230,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,65293a2f-e29f-4118-b220-93605f90d8c8,Cell,,,Annotation,Polygon,10632.7,538.31,45.0,26.4946,0.8056,10.3801,6.0005,0.8014,1.6497,301.8926,0.2708,2.4572,1.0459,1.4113,-0.1365,-24.971,0.2452,0.4067,-0.7179,1.1246
17233,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,3b3afe44-f216-4f69-8648-f0f529fc90c0,Cell,,,Annotation,Polygon,10536.5,542.07,65.25,38.1152,0.5644,15.4398,6.7592,0.9311,1.4938,394.3569,0.2841,2.3141,0.6839,1.6302,-0.0426,-11.2392,0.1793,0.7999,-0.4987,1.2986
17260,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,094fda5c-313f-42cd-83d2-8e0b17757ad7,Cell,,,Annotation,Polygon,10512.9,549.75,57.25,35.5227,0.5701,11.4147,9.253,0.4047,0.8226,191.6743,0.1971,1.3279,0.459,0.869,0.525,122.3175,0.1792,0.8833,0.0365,0.8468
17264,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,50dd74ce-d6b0-4b6c-b7b5-5b0ac8ea92c0,Cell,,,Annotation,Polygon,10736.7,548.01,40.75,32.4028,0.4877,13.1977,4.9623,0.9437,1.4763,250.9728,0.1748,1.8049,0.8748,0.9301,-0.1582,-26.8892,0.2124,0.2977,-0.6653,0.963
17285,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,cd72412d-8821-4280-9d43-39f8b0850677,Cell,,,Annotation,Polygon,10505.1,557.29,41.5,23.819,0.9192,8.6173,6.6875,0.594,0.7679,129.0046,0.1228,1.0081,0.4524,0.5557,0.4673,78.5101,0.1201,0.7449,0.0926,0.6524
17300,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,4d1583c9-77f0-45bc-ba9e-8f8a1be096db,Cell,,,Annotation,Polygon,10514.5,560.95,38.75,31.1407,0.5021,11.5835,6.1325,0.8795,0.83,135.2946,0.1782,1.3608,0.3117,1.0492,0.4926,80.2996,0.1637,0.7833,0.1522,0.6312
17355,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,9c430a93-996c-48a8-b499-ed5ed097627f,Cell,,,Annotation,Polygon,10790.6,574.41,42.5,28.8764,0.6405,11.8902,4.7048,0.9228,1.5443,270.247,0.1491,2.143,1.1281,1.015,-0.0882,-15.4341,0.2444,0.3691,-0.6393,1.0084
17358,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,ad0763ad-49b3-4862-aa32-543086b873f9,Cell,,,Annotation,Polygon,10657.1,574.92,55.75,40.3991,0.4293,13.9068,7.8631,0.8185,0.8657,198.2557,0.1912,1.3468,0.4175,0.9293,0.4519,103.4928,0.1595,0.8531,-0.0428,0.896
17446,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,4b617bec-44d4-4528-bd72-9001d44f367c,Cell,,,Annotation,Polygon,10838.6,593.01,38.5,25.9134,0.7205,10.1936,5.5308,0.8332,1.5806,254.4729,0.1046,1.9313,1.2971,0.6342,-0.224,-36.0588,0.1618,0.2002,-0.6391,0.8394
17491,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,536cb15c-9feb-49c1-b5b5-bf05af60db98,Cell,,,Annotation,Polygon,10788.1,603.03,51.5,33.454,0.5783,10.6009,8.2104,0.3466,0.7791,160.5,0.1739,1.1483,0.3781,0.7701,0.4457,91.8115,0.1294,0.7211,0.0444,0.6767
17516,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,f297b54b-6c62-4f31-ab86-82dbc2849d97,Cell,,,Annotation,Polygon,10868.9,604.01,49.25,34.1676,0.5301,11.7697,6.6289,0.853,1.6997,339.9355,0.1434,2.2259,1.3905,0.8353,-0.2873,-57.4533,0.3385,0.308,-0.9625,1.2704
17562,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,c0f51554-4fe6-46dd-a363-6d8a51aed9f5,Cell,,,Annotation,Polygon,10870.5,613.18,40.5,25.8544,0.7614,9.0957,7.0992,0.5924,1.7353,281.1247,0.1396,2.1363,1.2839,0.8524,-0.4639,-75.1451,0.2149,0.0473,-0.954,1.0014
17620,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,9ce84d9d-bab3-4d41-8c96-f525bed0d603,Cell,,,Annotation,Polygon,10870.6,622.06,50.5,38.1274,0.4365,12.8429,7.7843,0.7472,1.6894,353.0915,0.1639,2.1772,1.2191,0.9581,-0.4018,-83.9701,0.1665,-0.0283,-0.8088,0.7805
17664,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,298b840d-8612-4050-b2f6-58d726ff2dd0,Cell,,,Annotation,Polygon,10872.3,631.65,44.5,39.4774,0.3588,13.1054,9.1355,0.5922,1.6366,296.2282,0.2343,2.2867,1.0196,1.2672,-0.5582,-101.0307,0.1798,-0.1736,-0.9943,0.8206
18001,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,d9233fe4-1922-4879-bd94-4a61b1134c54,Cell,,,Annotation,Polygon,11052.7,680.12,68.0,36.4208,0.6442,13.1537,8.4933,0.748,1.7658,483.8294,0.2201,2.2915,1.0554,1.236,-0.3528,-96.6662,0.3253,0.3001,-1.1509,1.451
18086,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,d8ffba89-694f-4912-9083-443e23c20e59,Cell,,,Annotation,Polygon,11008.3,694.99,58.25,33.5268,0.6512,13.1843,6.5331,0.885,1.5977,378.6604,0.2708,2.6511,0.8168,1.8343,-0.4941,-117.1082,0.2266,0.1,-1.1984,1.2984
18087,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,28a1be35-df56-48cb-8302-5ccfb9079f08,Cell,,,Annotation,Polygon,11027.8,693.1,40.0,29.3143,0.5849,10.0915,6.8077,0.7748,1.1398,184.6453,0.2022,1.6983,0.5805,1.1178,0.2726,44.1544,0.2191,0.7193,-0.541,1.2602
18159,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,73e2cdcc-2264-49c6-bf94-a4b89dd3cb52,Cell,,,Annotation,Polygon,11040.5,702.94,48.0,27.4445,0.8008,9.6801,6.6823,0.7379,0.9014,173.9644,0.1491,1.3201,0.5194,0.8008,0.3431,66.2212,0.2174,0.8014,-0.3798,1.1812
18258,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,d2c97dfd-38c8-4a53-8cb4-c875a9070115,Cell,,,Annotation,Polygon,11126.3,717.99,44.5,33.9218,0.486,10.2039,7.7047,0.4599,1.6941,303.2464,0.2507,2.4371,0.7564,1.6807,-0.2274,-40.6968,0.2475,0.2699,-0.755,1.0249
18259,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,c9766e48-b5c0-4651-aaf8-54c3da5ecd5c,Cell,,,Annotation,Polygon,11210.9,714.15,76.75,38.2013,0.6609,15.0319,7.1277,0.906,1.6462,510.3339,0.1339,1.9967,1.097,0.8997,0.0368,11.4202,0.2091,0.5187,-0.7665,1.2852
18312,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,1c18fa1e-9517-4de3-ab3c-2f2bcc5408ea,Cell,,,Annotation,Polygon,11151.3,722.71,40.75,28.4697,0.6318,9.0761,7.2437,0.6242,1.5186,250.5719,0.2594,2.652,0.7758,1.8762,0.0305,5.0362,0.2421,0.5884,-0.6808,1.2692
18392,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,5cfdb4d4-976c-489b-b104-c29eccae44f9,Cell,,,Annotation,Polygon,11140.4,734.19,48.0,38.6455,0.4039,15.7852,4.8912,0.9666,0.9907,191.1979,0.1891,1.6042,0.5706,1.0336,0.4011,77.4031,0.2069,0.8206,-0.2726,1.0933
18488,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,9773e823-91f4-4da4-a955-199a9e1461ce,Cell,,,Annotation,Polygon,11183.6,742.04,60.5,31.0934,0.7864,10.9075,7.6352,0.6447,0.7679,188.8977,0.1333,1.1279,0.3805,0.7474,0.427,105.0343,0.1416,0.7292,0.0402,0.689
18601,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,0dad1f43-d355-4060-a2e2-168f41aade2e,Cell,,,Annotation,Polygon,11172.5,757.94,48.0,33.5813,0.5349,13.9892,6.4103,0.9149,0.7888,156.1783,0.1909,1.2256,0.2538,0.9718,0.3988,78.9678,0.1552,0.7397,-0.0479,0.7876
18635,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,1df57be5-8e03-4c29-a5b2-3e1915a5320c,Cell,,,Annotation,Polygon,11325.9,758.32,52.0,29.0893,0.7722,10.7035,8.0423,0.5612,1.6432,346.7256,0.1401,2.0462,1.2154,0.8308,-0.2753,-58.0843,0.1762,0.265,-0.7461,1.0112
23467,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,f7d418f0-b895-4c5e-89d9-c7414a08d032,Cell,,,Annotation,Polygon,11470.4,829.24,38.75,36.8894,0.3578,16.4567,4.4196,0.9717,1.6188,257.387,0.2117,2.5449,1.0457,1.4992,-0.1809,-28.7709,0.3568,0.4688,-0.954,1.4227
23594,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,7f3baafb-1077-45e1-b1e6-2fd991059e99,Cell,,,Annotation,Polygon,11467.4,898.28,53.5,28.291,0.84,9.6951,8.363,0.2906,0.8381,181.0288,0.1388,1.2354,0.4231,0.8123,0.3859,83.3611,0.2179,0.7169,-0.1257,0.8426
23621,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,d6ab1d89-b7fb-4532-bdf2-8ac6ff888347,Cell,,,Annotation,Polygon,11534.0,908.36,44.75,26.727,0.7872,8.7932,6.9793,0.5111,0.7636,139.7379,0.1444,1.1583,0.4338,0.7245,0.35,64.0444,0.1521,0.6677,0.0101,0.6575
23720,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,61fb3b99-d189-41d2-8ec6-f041372ffa84,Cell,,,Annotation,Polygon,11531.6,943.08,40.75,34.1054,0.4402,13.7286,5.1573,0.9505,0.7673,127.3768,0.1942,1.1957,0.3688,0.8268,0.3339,55.4311,0.1379,0.688,0.017,0.671
23999,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,5755b388-8cee-425b-bdfc-a48ac8a253b5,Cell,,,Annotation,Polygon,11818.5,1006.6,51.0,35.5207,0.5079,12.1937,7.5175,0.7258,0.7799,159.8857,0.1651,1.2582,0.3887,0.8695,0.3742,76.7078,0.1434,0.739,0.0027,0.7362
24244,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,a67518b8-03ce-4714-8c67-b9b62de11cf0,Cell,,,Annotation,Polygon,11845.8,1051.8,39.75,32.7397,0.466,12.6718,6.0358,0.9157,0.7613,125.6226,0.1805,1.2355,0.3222,0.9133,0.4172,68.8404,0.1685,0.7315,0.067,0.6645
28258,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,1478dfa3-2069-4b39-813e-6b644061a8f8,Cell,,,Annotation,Polygon,6679.8,1935.5,41.0,24.6798,0.8459,9.1886,5.5902,0.8092,0.7521,124.849,0.1693,1.2047,0.3584,0.8463,0.3319,55.1032,0.1035,0.5085,0.0386,0.4699
28748,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,25a357ca-ea9f-48a7-85a7-e1b088afdce2,Cell,,,Annotation,Polygon,6546.0,2008.7,39.75,28.8433,0.6004,12.59,4.6732,0.9405,0.8264,134.6977,0.1917,1.3828,0.3371,1.0458,0.3429,55.8976,0.1694,0.7714,-0.0637,0.8351
28834,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,3b4fefae-735e-4182-8c0c-8a1a5292f497,Cell,,,Annotation,Polygon,6507.6,2021.2,51.5,47.1876,0.2906,18.5245,6.3796,0.9533,0.7878,164.6512,0.1466,1.1848,0.3266,0.8582,0.4612,96.389,0.1045,0.7352,0.0158,0.7195
42657,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,d8030f27-147d-4e16-ae27-3984ad40f8f9,Cell,,,Annotation,Polygon,8859.5,1982.9,46.25,27.7141,0.7567,9.9748,6.8663,0.7085,0.7799,148.1841,0.0978,1.0326,0.4382,0.5944,0.4853,92.2128,0.1054,0.6762,0.196,0.4803
42728,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,cd9f8058-4de6-46c0-82da-21d6d2978980,Cell,,,Annotation,Polygon,8858.4,1992.1,41.5,27.0855,0.7109,9.4096,6.7926,0.6533,0.8208,137.8972,0.119,1.1648,0.5311,0.6336,0.4181,70.2417,0.0807,0.61,0.2119,0.3981
42975,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,ff78eba9-3369-45e3-a78e-5c344e994d89,Cell,,,Annotation,Polygon,8850.2,2028.9,75.0,41.3751,0.5505,14.9333,7.5141,0.8986,0.7901,236.2484,0.1161,1.0556,0.5199,0.5357,0.4385,131.122,0.0948,0.6761,0.1047,0.5714
43091,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,2aa0bb19-960d-4ad3-86f2-c758af360b50,Cell,,,Annotation,Polygon,8850.6,2043.8,70.75,35.825,0.6927,13.4923,6.9558,0.8702,0.7832,227.902,0.1177,1.0657,0.4619,0.6038,0.4499,130.927,0.0952,0.6565,0.1023,0.5543
43132,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,2b960512-51fa-414c-bcc4-59c752d7bcf9,Cell,,,Annotation,Polygon,8861.9,2049.6,75.75,47.3082,0.4253,17.5568,6.8167,0.9311,0.7916,242.2268,0.1629,1.3091,0.4617,0.8474,0.4637,141.8869,0.0931,0.6811,0.2232,0.4579
44825,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,7cc6161f-d796-4748-ab7a-c05312b27ab5,Cell,,,Annotation,Polygon,8841.1,2293.6,63.75,35.7288,0.6276,13.2506,7.6695,0.817,0.7679,198.8816,0.1149,1.1039,0.518,0.586,0.5098,132.0481,0.0892,0.7118,0.244,0.4678
45019,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,73fb3c29-ebd1-4afa-8bba-7d3a6e640f58,Cell,,,Annotation,Polygon,8836.3,2317.3,43.0,25.2752,0.8458,9.5381,6.6155,0.6748,0.8471,149.086,0.1034,1.1108,0.4983,0.6124,0.4752,83.6437,0.1166,0.6647,0.1301,0.5346
45432,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,92b11bb9-b46e-4064-8afe-0d8f8bd7264e,Cell,,,Annotation,Polygon,8841.9,2383.9,57.25,32.896,0.6648,12.9823,6.7214,0.8467,0.7844,184.3425,0.1393,1.0835,0.4605,0.623,0.4774,112.1847,0.1026,0.7455,0.1675,0.5781
50201,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,a421bf3c-5ec5-4e46-ab2b-c215605a027a,Cell,,,Annotation,Polygon,10071.0,1962.9,51.0,35.1076,0.52,14.4366,4.7047,0.9594,0.7579,156.878,0.1555,1.146,0.3428,0.8033,0.2691,55.6964,0.1383,0.5843,-0.1683,0.7526
64245,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,9d1c244b-a44e-4972-a0ac-dd57f7ae2633,Cell,,,Annotation,Polygon,5992.3,2635.9,64.25,33.4048,0.7235,12.7185,7.0587,0.8331,0.7814,204.728,0.221,1.3862,0.3797,1.0065,0.3566,93.433,0.1528,0.694,0.0469,0.6471
64318,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,2a550c85-4965-446c-8f7e-f49ad6826f76,Cell,,,Annotation,Polygon,5967.8,2662.7,49.25,28.6833,0.7522,10.0077,6.7884,0.7851,0.7891,157.8219,0.1628,1.1664,0.4179,0.7485,0.2916,58.3299,0.1447,0.6628,-0.0995,0.7623
64599,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,f33cd92f-ceff-44a2-abc0-1e2be5f6ec7b,Cell,,,Annotation,Polygon,5871.5,2765.8,45.75,29.8104,0.6469,10.5964,7.7564,0.6834,0.832,158.0754,0.1952,1.2417,0.2547,0.987,0.3038,57.7303,0.1498,0.5758,0.002,0.5739
70937,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,77d98aa7-6202-41b3-8929-b39a9b661283,Cell,,,Annotation,Polygon,7022.9,3106.5,59.0,28.9915,0.8821,9.6604,8.1317,0.5163,0.766,183.0791,0.1288,1.0515,0.4071,0.6444,0.4157,99.3428,0.1347,0.66,-0.0375,0.6975
78722,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,1c2b3ae0-8b40-4a51-8480-35b374222bd4,Cell,,,Annotation,Polygon,7879.8,3257.0,52.25,30.4075,0.7101,12.1537,7.1143,0.7896,0.7508,159.9205,0.1119,1.0049,0.4346,0.5703,0.4597,97.9122,0.0873,0.6201,0.1586,0.4615
79696,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,71ecf08c-d47e-4860-a6a4-4fbe0b0ab1b6,Cell,,,Annotation,Polygon,7891.8,3420.1,73.5,38.297,0.6297,15.706,6.364,0.9148,0.7572,224.1205,0.1002,0.9906,0.5134,0.4772,0.5086,150.5351,0.0886,0.715,0.2053,0.5097
79953,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,6214db66-1747-47dd-a3ff-74637839b172,Cell,,,Annotation,Polygon,8821.5,2444.0,40.5,32.2824,0.4884,9.5682,7.6304,0.4528,0.8,132.0072,0.1491,1.1933,0.4431,0.7503,0.4783,78.9196,0.1162,0.727,0.1521,0.5749
80305,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,c295c4c9-b24e-4f2e-aab6-8c47ac0a7b0f,Cell,,,Annotation,Polygon,8825.8,2497.1,51.25,29.9685,0.7171,10.6428,7.3795,0.736,0.7696,160.8517,0.0987,1.0749,0.5207,0.5542,0.4915,102.7203,0.101,0.8357,0.186,0.6498
80617,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,5da8dd14-e0b3-4b2e-96d1-8982b9a1f1c3,Cell,,,Annotation,Polygon,8844.4,2541.4,68.75,36.7953,0.6381,12.8842,9.1771,0.7433,0.7709,218.174,0.1173,1.1323,0.4767,0.6556,0.5262,148.9239,0.0889,0.7364,0.277,0.4594
82280,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,da7d9689-d51e-47bf-aa3f-f6a630024ded,Cell,,,Annotation,Polygon,8852.3,2774.2,52.5,30.7946,0.6957,11.3514,7.0,0.7191,0.8322,176.4322,0.1266,1.1619,0.4784,0.6834,0.4864,103.1249,0.1048,0.7434,0.0835,0.6598
82800,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,cb694516-f228-4db6-8418-54f8c53896c5,Cell,,,Annotation,Polygon,8845.3,2851.9,42.25,33.9241,0.4613,12.1791,6.482,0.8737,0.8248,139.3841,0.1545,1.2424,0.4985,0.7439,0.4523,76.437,0.0761,0.6255,0.2376,0.3879
95386,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,4ab653cd-8423-45f0-beab-4052f71be71f,Cell,,,Annotation,Polygon,11063.3,2670.5,41.25,27.2809,0.6965,8.5553,6.898,0.6761,0.7857,131.9956,0.1984,1.2239,0.3324,0.8915,0.2937,49.3493,0.1251,0.5491,-0.1788,0.728
98055,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,1f42bec4-b43d-46a8-8dd5-8906728323c2,Cell,,,Annotation,Polygon,11288.1,3023.5,51.0,29.2045,0.7514,11.6178,6.4246,0.8585,0.7543,154.6264,0.1326,1.0633,0.4327,0.6306,0.5046,103.4511,0.0987,0.7301,0.2064,0.5237
98335,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,fae76611-8da7-4c50-a34e-8e0a75731398,Cell,,,Annotation,Polygon,11288.0,3055.8,44.5,26.1963,0.8149,9.4887,7.0573,0.6624,0.9032,162.5797,0.1354,1.1951,0.5747,0.6203,0.5292,95.2539,0.1115,0.7085,0.2318,0.4768
98399,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,e7371ad8-88fa-4900-9bc6-6562707ab9a3,Cell,,,Annotation,Polygon,11286.8,3064.5,43.0,28.8018,0.6514,10.2675,6.9076,0.7647,0.7536,131.1243,0.1122,1.0298,0.4057,0.6241,0.437,76.0429,0.0785,0.6221,0.1457,0.4764
99837,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,b563b075-105c-444e-8391-b62839db5a56,Cell,,,Annotation,Polygon,11272.9,3243.1,59.0,36.6109,0.5531,10.7815,8.4491,0.3706,0.791,188.2529,0.1436,1.1561,0.4346,0.7215,0.4831,114.9795,0.091,0.7094,0.2637,0.4457
99930,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,ad03fa9c-da9b-45f7-a205-e5f38d23be3a,Cell,,,Annotation,Polygon,11272.8,3255.2,51.75,32.9079,0.6005,11.5813,6.4193,0.8677,0.7541,159.8786,0.099,0.9899,0.5215,0.4684,0.4986,105.7136,0.0919,0.6952,0.2251,0.4701
100206,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,ebb21fd5-a909-4e36-b5ef-83bcaef6b729,Cell,,,Annotation,Polygon,11274.0,3289.5,45.5,29.4131,0.6609,10.638,6.73,0.7744,0.8872,168.5675,0.1747,1.2729,0.543,0.7299,0.4604,87.4794,0.1023,0.7161,0.1281,0.588
